2021-07-19 04:20:30,607:No checkpoint detected, starting from initial state
2021-07-19 04:20:34,510:Epoch 0, bdsb saved
2021-07-19 04:20:34,511:Epoch 0, bdsb saved
2021-07-19 04:20:34,511:Epoch 0, Energy saved
2021-07-19 04:20:34,511:Epoch 0, Free saved
2021-07-19 04:20:34,511:Epoch 0, Variance saved
2021-07-19 04:20:34,512:Epoch 0, Variance saved
2021-07-19 04:20:34,656:Epoch 0, Training state saved at /checkpoint/japuleme/3433730/ckpt-1
2021-07-19 04:20:36,049:Epoch 1, bdsb saved
2021-07-19 04:20:36,049:Epoch 1, bdsb saved
2021-07-19 04:20:36,049:Epoch 1, Energy saved
2021-07-19 04:20:36,049:Epoch 1, Free saved
2021-07-19 04:20:36,049:Epoch 1, Variance saved
2021-07-19 04:20:36,050:Epoch 1, Variance saved
2021-07-19 04:20:36,186:Epoch 1, Training state saved at /checkpoint/japuleme/3433730/ckpt-2
2021-07-19 04:20:37,557:Epoch 2, bdsb saved
2021-07-19 04:20:37,557:Epoch 2, bdsb saved
2021-07-19 04:20:37,557:Epoch 2, Energy saved
2021-07-19 04:20:37,557:Epoch 2, Free saved
2021-07-19 04:20:37,558:Epoch 2, Variance saved
2021-07-19 04:20:37,558:Epoch 2, Variance saved
2021-07-19 04:20:37,691:Epoch 2, Training state saved at /checkpoint/japuleme/3433730/ckpt-3
2021-07-19 04:20:39,047:Epoch 3, bdsb saved
2021-07-19 04:20:39,048:Epoch 3, bdsb saved
2021-07-19 04:20:39,048:Epoch 3, Energy saved
2021-07-19 04:20:39,048:Epoch 3, Free saved
2021-07-19 04:20:39,048:Epoch 3, Variance saved
2021-07-19 04:20:39,048:Epoch 3, Variance saved
2021-07-19 04:20:39,188:Epoch 3, Training state saved at /checkpoint/japuleme/3433730/ckpt-4
2021-07-19 04:20:40,551:Epoch 4, bdsb saved
2021-07-19 04:20:40,552:Epoch 4, bdsb saved
2021-07-19 04:20:40,552:Epoch 4, Energy saved
2021-07-19 04:20:40,552:Epoch 4, Free saved
2021-07-19 04:20:40,552:Epoch 4, Variance saved
2021-07-19 04:20:40,553:Epoch 4, Variance saved
2021-07-19 04:20:40,691:Epoch 4, Training state saved at /checkpoint/japuleme/3433730/ckpt-5
2021-07-19 04:20:42,068:Epoch 5, bdsb saved
2021-07-19 04:20:42,068:Epoch 5, bdsb saved
2021-07-19 04:20:42,068:Epoch 5, Energy saved
2021-07-19 04:20:42,068:Epoch 5, Free saved
2021-07-19 04:20:42,068:Epoch 5, Variance saved
2021-07-19 04:20:42,069:Epoch 5, Variance saved
2021-07-19 04:20:42,215:Epoch 5, Training state saved at /checkpoint/japuleme/3433730/ckpt-6
2021-07-19 04:20:43,653:Epoch 6, bdsb saved
2021-07-19 04:20:43,653:Epoch 6, bdsb saved
2021-07-19 04:20:43,654:Epoch 6, Energy saved
2021-07-19 04:20:43,654:Epoch 6, Free saved
2021-07-19 04:20:43,654:Epoch 6, Variance saved
2021-07-19 04:20:43,654:Epoch 6, Variance saved
2021-07-19 04:20:43,811:Epoch 6, Training state saved at /checkpoint/japuleme/3433730/ckpt-7
2021-07-19 04:20:45,170:Epoch 7, bdsb saved
2021-07-19 04:20:45,170:Epoch 7, bdsb saved
2021-07-19 04:20:45,171:Epoch 7, Energy saved
2021-07-19 04:20:45,171:Epoch 7, Free saved
2021-07-19 04:20:45,171:Epoch 7, Variance saved
2021-07-19 04:20:45,171:Epoch 7, Variance saved
2021-07-19 04:20:45,311:Epoch 7, Training state saved at /checkpoint/japuleme/3433730/ckpt-8
2021-07-19 04:20:46,671:Epoch 8, bdsb saved
2021-07-19 04:20:46,671:Epoch 8, bdsb saved
2021-07-19 04:20:46,672:Epoch 8, Energy saved
2021-07-19 04:20:46,672:Epoch 8, Free saved
2021-07-19 04:20:46,672:Epoch 8, Variance saved
2021-07-19 04:20:46,672:Epoch 8, Variance saved
2021-07-19 04:20:46,819:Epoch 8, Training state saved at /checkpoint/japuleme/3433730/ckpt-9
2021-07-19 04:20:48,188:Epoch 9, bdsb saved
2021-07-19 04:20:48,188:Epoch 9, bdsb saved
2021-07-19 04:20:48,188:Epoch 9, Energy saved
2021-07-19 04:20:48,189:Epoch 9, Free saved
2021-07-19 04:20:48,189:Epoch 9, Variance saved
2021-07-19 04:20:48,189:Epoch 9, Variance saved
2021-07-19 04:20:48,338:Epoch 9, Training state saved at /checkpoint/japuleme/3433730/ckpt-10
2021-07-19 04:20:49,712:Epoch 10, bdsb saved
2021-07-19 04:20:49,712:Epoch 10, bdsb saved
2021-07-19 04:20:49,712:Epoch 10, Energy saved
2021-07-19 04:20:49,712:Epoch 10, Free saved
2021-07-19 04:20:49,712:Epoch 10, Variance saved
2021-07-19 04:20:49,713:Epoch 10, Variance saved
2021-07-19 04:20:49,857:Epoch 10, Training state saved at /checkpoint/japuleme/3433730/ckpt-11
2021-07-19 04:20:51,219:Epoch 11, bdsb saved
2021-07-19 04:20:51,219:Epoch 11, bdsb saved
2021-07-19 04:20:51,219:Epoch 11, Energy saved
2021-07-19 04:20:51,220:Epoch 11, Free saved
2021-07-19 04:20:51,220:Epoch 11, Variance saved
2021-07-19 04:20:51,220:Epoch 11, Variance saved
2021-07-19 04:20:51,369:Epoch 11, Training state saved at /checkpoint/japuleme/3433730/ckpt-12
2021-07-19 04:20:52,745:Epoch 12, bdsb saved
2021-07-19 04:20:52,746:Epoch 12, bdsb saved
2021-07-19 04:20:52,746:Epoch 12, Energy saved
2021-07-19 04:20:52,746:Epoch 12, Free saved
2021-07-19 04:20:52,747:Epoch 12, Variance saved
2021-07-19 04:20:52,747:Epoch 12, Variance saved
2021-07-19 04:20:52,893:Epoch 12, Training state saved at /checkpoint/japuleme/3433730/ckpt-13
2021-07-19 04:20:54,263:Epoch 13, bdsb saved
2021-07-19 04:20:54,263:Epoch 13, bdsb saved
2021-07-19 04:20:54,264:Epoch 13, Energy saved
2021-07-19 04:20:54,264:Epoch 13, Free saved
2021-07-19 04:20:54,264:Epoch 13, Variance saved
2021-07-19 04:20:54,264:Epoch 13, Variance saved
2021-07-19 04:20:54,410:Epoch 13, Training state saved at /checkpoint/japuleme/3433730/ckpt-14
2021-07-19 04:20:55,779:Epoch 14, bdsb saved
2021-07-19 04:20:55,779:Epoch 14, bdsb saved
2021-07-19 04:20:55,780:Epoch 14, Energy saved
2021-07-19 04:20:55,780:Epoch 14, Free saved
2021-07-19 04:20:55,780:Epoch 14, Variance saved
2021-07-19 04:20:55,780:Epoch 14, Variance saved
2021-07-19 04:20:55,949:Epoch 14, Training state saved at /checkpoint/japuleme/3433730/ckpt-15
2021-07-19 04:20:57,307:Epoch 15, bdsb saved
2021-07-19 04:20:57,307:Epoch 15, bdsb saved
2021-07-19 04:20:57,307:Epoch 15, Energy saved
2021-07-19 04:20:57,307:Epoch 15, Free saved
2021-07-19 04:20:57,307:Epoch 15, Variance saved
2021-07-19 04:20:57,307:Epoch 15, Variance saved
2021-07-19 04:20:57,458:Epoch 15, Training state saved at /checkpoint/japuleme/3433730/ckpt-16
2021-07-19 04:20:58,814:Epoch 16, bdsb saved
2021-07-19 04:20:58,814:Epoch 16, bdsb saved
2021-07-19 04:20:58,814:Epoch 16, Energy saved
2021-07-19 04:20:58,815:Epoch 16, Free saved
2021-07-19 04:20:58,815:Epoch 16, Variance saved
2021-07-19 04:20:58,815:Epoch 16, Variance saved
2021-07-19 04:20:58,963:Epoch 16, Training state saved at /checkpoint/japuleme/3433730/ckpt-17
2021-07-19 04:21:00,320:Epoch 17, bdsb saved
2021-07-19 04:21:00,321:Epoch 17, bdsb saved
2021-07-19 04:21:00,321:Epoch 17, Energy saved
2021-07-19 04:21:00,321:Epoch 17, Free saved
2021-07-19 04:21:00,321:Epoch 17, Variance saved
2021-07-19 04:21:00,321:Epoch 17, Variance saved
2021-07-19 04:21:00,463:Epoch 17, Training state saved at /checkpoint/japuleme/3433730/ckpt-18
2021-07-19 04:21:01,827:Epoch 18, bdsb saved
2021-07-19 04:21:01,827:Epoch 18, bdsb saved
2021-07-19 04:21:01,827:Epoch 18, Energy saved
2021-07-19 04:21:01,827:Epoch 18, Free saved
2021-07-19 04:21:01,827:Epoch 18, Variance saved
2021-07-19 04:21:01,828:Epoch 18, Variance saved
2021-07-19 04:21:01,966:Epoch 18, Training state saved at /checkpoint/japuleme/3433730/ckpt-19
2021-07-19 04:21:03,325:Epoch 19, bdsb saved
2021-07-19 04:21:03,325:Epoch 19, bdsb saved
2021-07-19 04:21:03,326:Epoch 19, Energy saved
2021-07-19 04:21:03,326:Epoch 19, Free saved
2021-07-19 04:21:03,326:Epoch 19, Variance saved
2021-07-19 04:21:03,326:Epoch 19, Variance saved
2021-07-19 04:21:03,467:Epoch 19, Training state saved at /checkpoint/japuleme/3433730/ckpt-20
2021-07-19 04:21:04,848:Epoch 20, bdsb saved
2021-07-19 04:21:04,849:Epoch 20, bdsb saved
2021-07-19 04:21:04,849:Epoch 20, Energy saved
2021-07-19 04:21:04,849:Epoch 20, Free saved
2021-07-19 04:21:04,849:Epoch 20, Variance saved
2021-07-19 04:21:04,849:Epoch 20, Variance saved
2021-07-19 04:21:05,026:Epoch 20, Training state saved at /checkpoint/japuleme/3433730/ckpt-21
2021-07-19 04:21:06,449:Epoch 21, bdsb saved
2021-07-19 04:21:06,450:Epoch 21, bdsb saved
2021-07-19 04:21:06,450:Epoch 21, Energy saved
2021-07-19 04:21:06,450:Epoch 21, Free saved
2021-07-19 04:21:06,451:Epoch 21, Variance saved
2021-07-19 04:21:06,451:Epoch 21, Variance saved
2021-07-19 04:21:06,611:Epoch 21, Training state saved at /checkpoint/japuleme/3433730/ckpt-22
2021-07-19 04:21:08,026:Epoch 22, bdsb saved
2021-07-19 04:21:08,026:Epoch 22, bdsb saved
2021-07-19 04:21:08,026:Epoch 22, Energy saved
2021-07-19 04:21:08,027:Epoch 22, Free saved
2021-07-19 04:21:08,027:Epoch 22, Variance saved
2021-07-19 04:21:08,027:Epoch 22, Variance saved
