2021-07-20 19:22:52,966:No checkpoint detected, starting from initial state
2021-07-20 19:23:11,970:Epoch 0, bdsb saved
2021-07-20 19:23:11,971:Epoch 0, bdsb saved
2021-07-20 19:23:11,971:Epoch 0, Energy saved
2021-07-20 19:23:11,971:Epoch 0, Free saved
2021-07-20 19:23:11,971:Epoch 0, Variance saved
2021-07-20 19:23:11,972:Epoch 0, Variance saved
2021-07-20 19:23:12,235:Epoch 0, Training state saved at /checkpoint/japuleme/3441990/ckpt-1
2021-07-20 19:23:28,831:Epoch 1, bdsb saved
2021-07-20 19:23:28,831:Epoch 1, bdsb saved
2021-07-20 19:23:28,831:Epoch 1, Energy saved
2021-07-20 19:23:28,832:Epoch 1, Free saved
2021-07-20 19:23:28,832:Epoch 1, Variance saved
2021-07-20 19:23:28,832:Epoch 1, Variance saved
2021-07-20 19:23:29,122:Epoch 1, Training state saved at /checkpoint/japuleme/3441990/ckpt-2
2021-07-20 19:23:45,678:Epoch 2, bdsb saved
2021-07-20 19:23:45,678:Epoch 2, bdsb saved
2021-07-20 19:23:45,678:Epoch 2, Energy saved
2021-07-20 19:23:45,678:Epoch 2, Free saved
2021-07-20 19:23:45,679:Epoch 2, Variance saved
2021-07-20 19:23:45,679:Epoch 2, Variance saved
2021-07-20 19:23:45,918:Epoch 2, Training state saved at /checkpoint/japuleme/3441990/ckpt-3
2021-07-20 19:24:02,377:Epoch 3, bdsb saved
2021-07-20 19:24:02,378:Epoch 3, bdsb saved
2021-07-20 19:24:02,378:Epoch 3, Energy saved
2021-07-20 19:24:02,378:Epoch 3, Free saved
2021-07-20 19:24:02,378:Epoch 3, Variance saved
2021-07-20 19:24:02,379:Epoch 3, Variance saved
2021-07-20 19:24:02,623:Epoch 3, Training state saved at /checkpoint/japuleme/3441990/ckpt-4
2021-07-20 19:24:19,206:Epoch 4, bdsb saved
2021-07-20 19:24:19,206:Epoch 4, bdsb saved
2021-07-20 19:24:19,207:Epoch 4, Energy saved
2021-07-20 19:24:19,207:Epoch 4, Free saved
2021-07-20 19:24:19,207:Epoch 4, Variance saved
2021-07-20 19:24:19,207:Epoch 4, Variance saved
2021-07-20 19:24:19,470:Epoch 4, Training state saved at /checkpoint/japuleme/3441990/ckpt-5
2021-07-20 19:24:36,061:Epoch 5, bdsb saved
2021-07-20 19:24:36,061:Epoch 5, bdsb saved
2021-07-20 19:24:36,062:Epoch 5, Energy saved
2021-07-20 19:24:36,062:Epoch 5, Free saved
2021-07-20 19:24:36,062:Epoch 5, Variance saved
2021-07-20 19:24:36,062:Epoch 5, Variance saved
2021-07-20 19:24:36,304:Epoch 5, Training state saved at /checkpoint/japuleme/3441990/ckpt-6
2021-07-20 19:24:52,886:Epoch 6, bdsb saved
2021-07-20 19:24:52,886:Epoch 6, bdsb saved
2021-07-20 19:24:52,887:Epoch 6, Energy saved
2021-07-20 19:24:52,887:Epoch 6, Free saved
2021-07-20 19:24:52,887:Epoch 6, Variance saved
2021-07-20 19:24:52,887:Epoch 6, Variance saved
2021-07-20 19:24:53,137:Epoch 6, Training state saved at /checkpoint/japuleme/3441990/ckpt-7
2021-07-20 19:25:09,613:Epoch 7, bdsb saved
2021-07-20 19:25:09,613:Epoch 7, bdsb saved
2021-07-20 19:25:09,613:Epoch 7, Energy saved
2021-07-20 19:25:09,613:Epoch 7, Free saved
2021-07-20 19:25:09,614:Epoch 7, Variance saved
2021-07-20 19:25:09,614:Epoch 7, Variance saved
2021-07-20 19:25:09,852:Epoch 7, Training state saved at /checkpoint/japuleme/3441990/ckpt-8
2021-07-20 19:25:26,310:Epoch 8, bdsb saved
2021-07-20 19:25:26,311:Epoch 8, bdsb saved
2021-07-20 19:25:26,311:Epoch 8, Energy saved
2021-07-20 19:25:26,311:Epoch 8, Free saved
2021-07-20 19:25:26,311:Epoch 8, Variance saved
2021-07-20 19:25:26,312:Epoch 8, Variance saved
2021-07-20 19:25:26,556:Epoch 8, Training state saved at /checkpoint/japuleme/3441990/ckpt-9
2021-07-20 19:25:42,731:Epoch 9, bdsb saved
2021-07-20 19:25:42,732:Epoch 9, bdsb saved
2021-07-20 19:25:42,732:Epoch 9, Energy saved
