2021-07-22 04:13:41,404:No checkpoint detected, starting from initial state
2021-07-22 04:14:00,234:Epoch 0, bdsb saved
2021-07-22 04:14:00,235:Epoch 0, bdsb saved
2021-07-22 04:14:00,235:Epoch 0, Energy saved
2021-07-22 04:14:00,236:Epoch 0, Free saved
2021-07-22 04:14:00,236:Epoch 0, Variance saved
2021-07-22 04:14:00,236:Epoch 0, Variance saved
2021-07-22 04:14:00,474:Epoch 0, Training state saved at /checkpoint/japuleme/3446725/ckpt-1
2021-07-22 04:14:17,329:Epoch 1, bdsb saved
2021-07-22 04:14:17,329:Epoch 1, bdsb saved
2021-07-22 04:14:17,330:Epoch 1, Energy saved
2021-07-22 04:14:17,330:Epoch 1, Free saved
2021-07-22 04:14:17,330:Epoch 1, Variance saved
2021-07-22 04:14:17,330:Epoch 1, Variance saved
2021-07-22 04:14:17,576:Epoch 1, Training state saved at /checkpoint/japuleme/3446725/ckpt-2
2021-07-22 04:14:34,523:Epoch 2, bdsb saved
2021-07-22 04:14:34,524:Epoch 2, bdsb saved
2021-07-22 04:14:34,524:Epoch 2, Energy saved
2021-07-22 04:14:34,524:Epoch 2, Free saved
2021-07-22 04:14:34,525:Epoch 2, Variance saved
2021-07-22 04:14:34,525:Epoch 2, Variance saved
2021-07-22 04:14:34,766:Epoch 2, Training state saved at /checkpoint/japuleme/3446725/ckpt-3
2021-07-22 04:14:51,552:Epoch 3, bdsb saved
2021-07-22 04:14:51,553:Epoch 3, bdsb saved
2021-07-22 04:14:51,553:Epoch 3, Energy saved
2021-07-22 04:14:51,553:Epoch 3, Free saved
2021-07-22 04:14:51,553:Epoch 3, Variance saved
2021-07-22 04:14:51,553:Epoch 3, Variance saved
2021-07-22 04:14:51,810:Epoch 3, Training state saved at /checkpoint/japuleme/3446725/ckpt-4
2021-07-22 04:15:08,616:Epoch 4, bdsb saved
2021-07-22 04:15:08,617:Epoch 4, bdsb saved
2021-07-22 04:15:08,617:Epoch 4, Energy saved
2021-07-22 04:15:08,617:Epoch 4, Free saved
2021-07-22 04:15:08,618:Epoch 4, Variance saved
2021-07-22 04:15:08,618:Epoch 4, Variance saved
2021-07-22 04:15:08,867:Epoch 4, Training state saved at /checkpoint/japuleme/3446725/ckpt-5
2021-07-22 04:15:25,685:Epoch 5, bdsb saved
2021-07-22 04:15:25,685:Epoch 5, bdsb saved
2021-07-22 04:15:25,686:Epoch 5, Energy saved
2021-07-22 04:15:25,686:Epoch 5, Free saved
2021-07-22 04:15:25,686:Epoch 5, Variance saved
2021-07-22 04:15:25,686:Epoch 5, Variance saved
2021-07-22 04:15:25,945:Epoch 5, Training state saved at /checkpoint/japuleme/3446725/ckpt-6
2021-07-22 04:15:42,731:Epoch 6, bdsb saved
2021-07-22 04:15:42,731:Epoch 6, bdsb saved
2021-07-22 04:15:42,732:Epoch 6, Energy saved
2021-07-22 04:15:42,732:Epoch 6, Free saved
2021-07-22 04:15:42,732:Epoch 6, Variance saved
2021-07-22 04:15:42,732:Epoch 6, Variance saved
2021-07-22 04:15:42,983:Epoch 6, Training state saved at /checkpoint/japuleme/3446725/ckpt-7
2021-07-22 04:15:59,728:Epoch 7, bdsb saved
2021-07-22 04:15:59,728:Epoch 7, bdsb saved
2021-07-22 04:15:59,728:Epoch 7, Energy saved
2021-07-22 04:15:59,729:Epoch 7, Free saved
2021-07-22 04:15:59,729:Epoch 7, Variance saved
2021-07-22 04:15:59,729:Epoch 7, Variance saved
2021-07-22 04:15:59,978:Epoch 7, Training state saved at /checkpoint/japuleme/3446725/ckpt-8
2021-07-22 04:16:16,748:Epoch 8, bdsb saved
2021-07-22 04:16:16,748:Epoch 8, bdsb saved
2021-07-22 04:16:16,749:Epoch 8, Energy saved
2021-07-22 04:16:16,749:Epoch 8, Free saved
2021-07-22 04:16:16,749:Epoch 8, Variance saved
2021-07-22 04:16:16,749:Epoch 8, Variance saved
2021-07-22 04:16:16,990:Epoch 8, Training state saved at /checkpoint/japuleme/3446725/ckpt-9
2021-07-22 04:16:33,800:Epoch 9, bdsb saved
2021-07-22 04:16:33,800:Epoch 9, bdsb saved
2021-07-22 04:16:33,800:Epoch 9, Energy saved
2021-07-22 04:16:33,800:Epoch 9, Free saved
2021-07-22 04:16:33,801:Epoch 9, Variance saved
2021-07-22 04:16:33,801:Epoch 9, Variance saved
2021-07-22 04:16:34,050:Epoch 9, Training state saved at /checkpoint/japuleme/3446725/ckpt-10
2021-07-22 04:16:50,808:Epoch 10, bdsb saved
2021-07-22 04:16:50,809:Epoch 10, bdsb saved
2021-07-22 04:16:50,809:Epoch 10, Energy saved
2021-07-22 04:16:50,809:Epoch 10, Free saved
2021-07-22 04:16:50,809:Epoch 10, Variance saved
2021-07-22 04:16:50,809:Epoch 10, Variance saved
2021-07-22 04:16:51,043:Epoch 10, Training state saved at /checkpoint/japuleme/3446725/ckpt-11
2021-07-22 04:17:07,712:Epoch 11, bdsb saved
2021-07-22 04:17:07,712:Epoch 11, bdsb saved
2021-07-22 04:17:07,712:Epoch 11, Energy saved
2021-07-22 04:17:07,713:Epoch 11, Free saved
2021-07-22 04:17:07,713:Epoch 11, Variance saved
2021-07-22 04:17:07,713:Epoch 11, Variance saved
2021-07-22 04:17:07,974:Epoch 11, Training state saved at /checkpoint/japuleme/3446725/ckpt-12
2021-07-22 04:17:24,734:Epoch 12, bdsb saved
2021-07-22 04:17:24,734:Epoch 12, bdsb saved
2021-07-22 04:17:24,734:Epoch 12, Energy saved
2021-07-22 04:17:24,734:Epoch 12, Free saved
2021-07-22 04:17:24,735:Epoch 12, Variance saved
2021-07-22 04:17:24,735:Epoch 12, Variance saved
2021-07-22 04:17:24,975:Epoch 12, Training state saved at /checkpoint/japuleme/3446725/ckpt-13
2021-07-22 04:17:41,760:Epoch 13, bdsb saved
2021-07-22 04:17:41,760:Epoch 13, bdsb saved
2021-07-22 04:17:41,760:Epoch 13, Energy saved
2021-07-22 04:17:41,761:Epoch 13, Free saved
2021-07-22 04:17:41,761:Epoch 13, Variance saved
2021-07-22 04:17:41,761:Epoch 13, Variance saved
2021-07-22 04:17:42,012:Epoch 13, Training state saved at /checkpoint/japuleme/3446725/ckpt-14
2021-07-22 04:17:58,693:Epoch 14, bdsb saved
2021-07-22 04:17:58,693:Epoch 14, bdsb saved
2021-07-22 04:17:58,694:Epoch 14, Energy saved
2021-07-22 04:17:58,694:Epoch 14, Free saved
2021-07-22 04:17:58,694:Epoch 14, Variance saved
2021-07-22 04:17:58,694:Epoch 14, Variance saved
2021-07-22 04:17:59,043:Epoch 14, Training state saved at /checkpoint/japuleme/3446725/ckpt-15
2021-07-22 04:18:15,706:Epoch 15, bdsb saved
2021-07-22 04:18:15,706:Epoch 15, bdsb saved
2021-07-22 04:18:15,706:Epoch 15, Energy saved
2021-07-22 04:18:15,706:Epoch 15, Free saved
2021-07-22 04:18:15,707:Epoch 15, Variance saved
2021-07-22 04:18:15,707:Epoch 15, Variance saved
2021-07-22 04:18:15,948:Epoch 15, Training state saved at /checkpoint/japuleme/3446725/ckpt-16
2021-07-22 04:18:32,695:Epoch 16, bdsb saved
2021-07-22 04:18:32,695:Epoch 16, bdsb saved
2021-07-22 04:18:32,696:Epoch 16, Energy saved
2021-07-22 04:18:32,696:Epoch 16, Free saved
2021-07-22 04:18:32,696:Epoch 16, Variance saved
2021-07-22 04:18:32,696:Epoch 16, Variance saved
2021-07-22 04:18:32,955:Epoch 16, Training state saved at /checkpoint/japuleme/3446725/ckpt-17
2021-07-22 04:18:49,770:Epoch 17, bdsb saved
2021-07-22 04:18:49,770:Epoch 17, bdsb saved
2021-07-22 04:18:49,770:Epoch 17, Energy saved
2021-07-22 04:18:49,770:Epoch 17, Free saved
2021-07-22 04:18:49,771:Epoch 17, Variance saved
2021-07-22 04:18:49,771:Epoch 17, Variance saved
2021-07-22 04:18:50,018:Epoch 17, Training state saved at /checkpoint/japuleme/3446725/ckpt-18
2021-07-22 04:19:06,675:Epoch 18, bdsb saved
2021-07-22 04:19:06,675:Epoch 18, bdsb saved
2021-07-22 04:19:06,675:Epoch 18, Energy saved
2021-07-22 04:19:06,676:Epoch 18, Free saved
2021-07-22 04:19:06,676:Epoch 18, Variance saved
2021-07-22 04:19:06,676:Epoch 18, Variance saved
2021-07-22 04:19:06,934:Epoch 18, Training state saved at /checkpoint/japuleme/3446725/ckpt-19
2021-07-22 04:19:23,673:Epoch 19, bdsb saved
2021-07-22 04:19:23,674:Epoch 19, bdsb saved
2021-07-22 04:19:23,674:Epoch 19, Energy saved
2021-07-22 04:19:23,674:Epoch 19, Free saved
2021-07-22 04:19:23,674:Epoch 19, Variance saved
2021-07-22 04:19:23,675:Epoch 19, Variance saved
2021-07-22 04:19:23,936:Epoch 19, Training state saved at /checkpoint/japuleme/3446725/ckpt-20
2021-07-22 04:19:40,703:Epoch 20, bdsb saved
2021-07-22 04:19:40,704:Epoch 20, bdsb saved
2021-07-22 04:19:40,704:Epoch 20, Energy saved
2021-07-22 04:19:40,704:Epoch 20, Free saved
2021-07-22 04:19:40,704:Epoch 20, Variance saved
2021-07-22 04:19:40,704:Epoch 20, Variance saved
2021-07-22 04:19:40,948:Epoch 20, Training state saved at /checkpoint/japuleme/3446725/ckpt-21
2021-07-22 04:19:57,681:Epoch 21, bdsb saved
2021-07-22 04:19:57,682:Epoch 21, bdsb saved
2021-07-22 04:19:57,682:Epoch 21, Energy saved
2021-07-22 04:19:57,682:Epoch 21, Free saved
2021-07-22 04:19:57,682:Epoch 21, Variance saved
2021-07-22 04:19:57,683:Epoch 21, Variance saved
2021-07-22 04:19:57,940:Epoch 21, Training state saved at /checkpoint/japuleme/3446725/ckpt-22
2021-07-22 04:20:14,618:Epoch 22, bdsb saved
2021-07-22 04:20:14,619:Epoch 22, bdsb saved
